"id" "instruction" "strength_bin" "response" "rt" "y" "y_dummy"
"130" "jf" "accuracy" "0" "dark" 0.901 0 1
"131" "jf" "accuracy" "4" "light" 1.007 1 0
"132" "jf" "accuracy" "1" "dark" 1.18 0 1
"133" "jf" "accuracy" "2" "light" 1.022 1 0
"134" "jf" "accuracy" "3" "light" 1.317 1 0
"135" "jf" "accuracy" "4" "light" 0.854 1 0
"136" "jf" "accuracy" "4" "light" 1.936 1 0
"137" "jf" "accuracy" "4" "light" 0.762 1 0
"138" "jf" "accuracy" "0" "dark" 0.849 0 1
"139" "jf" "accuracy" "3" "light" 1.717 1 0
"140" "jf" "accuracy" "0" "dark" 0.718 0 1
"141" "jf" "accuracy" "4" "light" 1.055 1 0
"142" "jf" "accuracy" "4" "light" 1.738 1 0
"143" "jf" "accuracy" "2" "dark" 1.347 0 1
"144" "jf" "accuracy" "3" "light" 1.823 1 0
"145" "jf" "accuracy" "4" "light" 2.109 1 0
"146" "jf" "accuracy" "0" "dark" 0.833 0 1
"147" "jf" "accuracy" "0" "dark" 0.663 0 1
"148" "jf" "accuracy" "4" "light" 0.923 1 0
"149" "jf" "accuracy" "4" "light" 5.863 1 0
"150" "jf" "accuracy" "2" "light" 2.282 1 0
"151" "jf" "accuracy" "2" "dark" 0.948 0 1
"152" "jf" "accuracy" "0" "dark" 0.754 0 1
"153" "jf" "accuracy" "2" "light" 1.221 1 0
"154" "jf" "accuracy" "3" "light" 1.887 1 0
"155" "jf" "accuracy" "4" "light" 1.375 1 0
"156" "jf" "accuracy" "1" "light" 1.804 1 0
"157" "jf" "accuracy" "1" "dark" 2.992 0 1
"158" "jf" "accuracy" "2" "light" 1.518 1 0
"159" "jf" "accuracy" "1" "dark" 1.395 0 1
"160" "jf" "accuracy" "2" "dark" 2.2 0 1
"161" "jf" "accuracy" "0" "dark" 1.092 0 1
"162" "jf" "accuracy" "4" "light" 0.947 1 0
"163" "jf" "accuracy" "4" "light" 1.193 1 0
"164" "jf" "accuracy" "1" "light" 2.564 1 0
"165" "jf" "accuracy" "4" "light" 0.828 1 0
"166" "jf" "accuracy" "0" "dark" 0.833 0 1
"167" "jf" "accuracy" "4" "light" 1.056 1 0
"168" "jf" "accuracy" "4" "light" 1.159 1 0
"169" "jf" "accuracy" "0" "dark" 1.554 0 1
"170" "jf" "accuracy" "1" "dark" 3.076 0 1
"171" "jf" "accuracy" "4" "light" 1.618 1 0
"172" "jf" "accuracy" "1" "dark" 1.75 0 1
"173" "jf" "accuracy" "0" "dark" 1.103 0 1
"174" "jf" "accuracy" "4" "light" 0.741 1 0
"175" "jf" "accuracy" "1" "dark" 0.735 0 1
"176" "jf" "accuracy" "1" "dark" 4.806 0 1
"177" "jf" "accuracy" "0" "dark" 1.39 0 1
"178" "jf" "accuracy" "4" "light" 0.824 1 0
"179" "jf" "accuracy" "4" "light" 1.508 1 0
"180" "jf" "accuracy" "3" "light" 1.995 1 0
"181" "jf" "accuracy" "3" "light" 3.352 1 0
"182" "jf" "accuracy" "0" "dark" 0.643 0 1
"183" "jf" "accuracy" "0" "dark" 0.794 0 1
"184" "jf" "speed" "3" "light" 0.419 1 0
"185" "jf" "speed" "1" "light" 0.322 1 0
"186" "jf" "speed" "2" "dark" 0.391 0 1
"187" "jf" "speed" "2" "dark" 0.33 0 1
"188" "jf" "speed" "4" "light" 0.276 1 0
"189" "jf" "speed" "4" "light" 0.331 1 0
"190" "jf" "speed" "1" "dark" 0.311 0 1
"191" "jf" "speed" "3" "light" 0.319 1 0
"192" "jf" "speed" "0" "dark" 0.227 0 1
"193" "jf" "speed" "4" "light" 0.276 1 0
"194" "jf" "speed" "0" "dark" 0.32 0 1
"195" "jf" "speed" "0" "dark" 0.281 0 1
"196" "jf" "speed" "0" "dark" 0.231 0 1
"197" "jf" "speed" "1" "dark" 0.232 0 1
"198" "jf" "speed" "0" "dark" 0.275 0 1
"199" "jf" "speed" "3" "dark" 0.216 0 1
"200" "jf" "speed" "3" "dark" 0.258 0 1
"201" "jf" "speed" "0" "dark" 0.379 0 1
"202" "jf" "speed" "4" "light" 0.335 1 0
"203" "jf" "speed" "2" "dark" 0.396 0 1
"204" "jf" "speed" "4" "light" 0.302 1 0
"205" "jf" "speed" "3" "light" 0.347 1 0
"206" "jf" "speed" "0" "dark" 0.318 0 1
"207" "jf" "speed" "3" "light" 0.324 1 0
"208" "jf" "speed" "0" "dark" 0.295 0 1
"209" "jf" "speed" "4" "light" 0.275 1 0
"210" "jf" "speed" "4" "light" 0.38 1 0
"211" "jf" "speed" "2" "dark" 0.285 0 1
"212" "jf" "speed" "1" "dark" 0.406 0 1
"213" "jf" "speed" "1" "dark" 0.264 0 1
"214" "jf" "speed" "0" "dark" 0.282 0 1
"215" "jf" "speed" "4" "light" 0.358 1 0
"216" "jf" "speed" "0" "dark" 0.203 0 1
"217" "jf" "speed" "0" "dark" 0.331 0 1
"218" "jf" "speed" "1" "dark" 0.263 0 1
"219" "jf" "speed" "3" "dark" 0.263 0 1
"220" "jf" "speed" "4" "light" 0.3 1 0
"221" "jf" "speed" "4" "light" 0.231 1 0
"222" "jf" "speed" "4" "light" 0.249 1 0
"223" "jf" "speed" "2" "dark" 0.252 0 1
"224" "jf" "speed" "2" "light" 0.409 1 0
"225" "jf" "speed" "4" "dark" 0.302 0 1
"226" "jf" "speed" "4" "light" 0.468 1 0
"227" "jf" "speed" "0" "dark" 0.294 0 1
"228" "jf" "speed" "3" "dark" 0.315 0 1
"229" "jf" "speed" "2" "dark" 0.386 0 1
"230" "jf" "speed" "2" "light" 0.542 1 0
"231" "jf" "speed" "3" "dark" 0.342 0 1
"232" "jf" "speed" "4" "light" 0.335 1 0
"233" "jf" "speed" "0" "dark" 0.368 0 1
"234" "jf" "speed" "0" "dark" 0.298 0 1
"235" "jf" "speed" "2" "dark" 0.263 0 1
"236" "jf" "speed" "4" "light" 0.27 1 0
"237" "jf" "speed" "4" "light" 0.347 1 0
"238" "jf" "speed" "4" "light" 0.347 1 0
"239" "jf" "speed" "3" "light" 0.263 1 0
"240" "jf" "speed" "1" "dark" 0.302 0 1
"241" "jf" "speed" "3" "light" 0.303 1 0
"242" "jf" "speed" "1" "dark" 0.319 0 1
"243" "jf" "speed" "2" "light" 0.276 1 0
"244" "jf" "speed" "1" "light" 0.306 1 0
"245" "jf" "speed" "2" "dark" 0.253 0 1
"246" "jf" "speed" "3" "dark" 0.326 0 1
"247" "jf" "speed" "0" "dark" 0.304 0 1
"248" "jf" "speed" "2" "light" 0.292 1 0
"249" "jf" "speed" "4" "dark" 0.228 0 1
"250" "jf" "speed" "0" "dark" 0.339 0 1
"251" "jf" "speed" "4" "light" 0.342 1 0
"252" "jf" "speed" "0" "dark" 0.32 0 1
"253" "jf" "speed" "2" "dark" 0.329 0 1
"254" "jf" "speed" "0" "dark" 0.281 0 1
"255" "jf" "speed" "0" "dark" 0.298 0 1
"256" "jf" "speed" "4" "light" 0.261 1 0
"257" "jf" "speed" "3" "light" 0.396 1 0
"258" "jf" "speed" "4" "light" 0.28 1 0
"259" "jf" "speed" "1" "dark" 0.245 0 1
"260" "jf" "speed" "4" "light" 0.336 1 0
"261" "jf" "speed" "0" "dark" 0.312 0 1
"262" "jf" "speed" "2" "light" 0.36 1 0
"263" "jf" "speed" "4" "light" 0.307 1 0
"264" "jf" "speed" "0" "dark" 0.352 0 1
"265" "jf" "speed" "4" "light" 0.235 1 0
"266" "jf" "speed" "4" "light" 0.281 1 0
"267" "jf" "speed" "2" "light" 0.264 1 0
"268" "jf" "speed" "0" "dark" 0.263 0 1
"269" "jf" "speed" "4" "light" 0.293 1 0
"270" "jf" "speed" "1" "dark" 0.221 0 1
"271" "jf" "speed" "0" "dark" 0.346 0 1
"272" "jf" "speed" "2" "dark" 0.282 0 1
"273" "jf" "speed" "4" "light" 0.226 1 0
"274" "jf" "speed" "0" "light" 0.283 1 0
"275" "jf" "speed" "2" "dark" 0.345 0 1
"276" "jf" "speed" "4" "light" 0.227 1 0
"277" "jf" "speed" "1" "dark" 0.279 0 1
"278" "jf" "speed" "3" "light" 0.311 1 0
"279" "jf" "speed" "1" "dark" 0.246 0 1
"280" "jf" "speed" "3" "dark" 0.265 0 1
"281" "jf" "speed" "4" "dark" 0.298 0 1
"282" "jf" "speed" "4" "light" 0.26 1 0
"283" "jf" "speed" "4" "light" 0.348 1 0
"284" "jf" "speed" "1" "dark" 0.402 0 1
"285" "jf" "speed" "4" "light" 0.319 1 0
"286" "jf" "speed" "4" "light" 0.297 1 0
"287" "jf" "speed" "3" "dark" 0.367 0 1
"288" "jf" "speed" "4" "light" 0.261 1 0
"289" "jf" "speed" "2" "light" 0.28 1 0
"290" "jf" "speed" "4" "dark" 0.279 0 1
"291" "jf" "speed" "4" "light" 0.318 1 0
"292" "jf" "speed" "4" "light" 0.291 1 0
"293" "jf" "speed" "4" "light" 0.281 1 0
"294" "jf" "speed" "2" "dark" 0.346 0 1
"295" "jf" "speed" "4" "dark" 0.364 0 1
"296" "jf" "speed" "0" "dark" 0.358 0 1
"297" "jf" "speed" "0" "dark" 0.298 0 1
"298" "jf" "speed" "0" "dark" 0.266 0 1
"299" "jf" "speed" "4" "light" 0.244 1 0
"300" "jf" "speed" "3" "light" 0.249 1 0
"301" "jf" "speed" "2" "dark" 0.254 0 1
"302" "jf" "speed" "0" "dark" 0.341 0 1
"303" "jf" "speed" "0" "light" 0.31 1 0
"304" "jf" "speed" "0" "dark" 0.329 0 1
"305" "jf" "speed" "4" "light" 0.31 1 0
"306" "jf" "speed" "0" "dark" 0.269 0 1
"307" "jf" "speed" "0" "dark" 0.273 0 1
"308" "jf" "speed" "0" "dark" 0.297 0 1
"309" "jf" "speed" "3" "dark" 0.242 0 1
"310" "jf" "speed" "3" "light" 0.276 1 0
"311" "jf" "speed" "0" "dark" 0.27 0 1
"312" "jf" "speed" "4" "light" 0.259 1 0
"313" "jf" "speed" "4" "dark" 0.236 0 1
"314" "jf" "speed" "2" "light" 0.336 1 0
"315" "jf" "speed" "3" "light" 0.324 1 0
"316" "jf" "speed" "4" "light" 0.264 1 0
"317" "jf" "speed" "0" "dark" 0.351 0 1
"318" "jf" "speed" "2" "dark" 0.297 0 1
"319" "jf" "speed" "4" "light" 0.293 1 0
"320" "jf" "speed" "3" "dark" 0.302 0 1
"321" "jf" "speed" "0" "dark" 0.299 0 1
"322" "jf" "speed" "4" "light" 0.277 1 0
"323" "jf" "speed" "0" "dark" 0.22 0 1
"324" "jf" "speed" "4" "light" 0.243 1 0
"325" "jf" "speed" "1" "dark" 0.287 0 1
"326" "jf" "speed" "1" "dark" 0.331 0 1
"327" "jf" "speed" "1" "dark" 0.315 0 1
"328" "jf" "speed" "0" "dark" 0.281 0 1
"329" "jf" "speed" "0" "dark" 0.282 0 1
"330" "jf" "speed" "1" "light" 0.385 1 0
"331" "jf" "speed" "3" "dark" 0.296 0 1
"332" "jf" "speed" "2" "light" 0.44 1 0
"333" "jf" "speed" "1" "dark" 0.279 0 1
"334" "jf" "speed" "2" "dark" 0.248 0 1
"335" "jf" "speed" "0" "dark" 0.324 0 1
"336" "jf" "speed" "1" "dark" 0.297 0 1
"337" "jf" "speed" "3" "light" 0.316 1 0
"338" "jf" "speed" "4" "light" 0.406 1 0
"339" "jf" "speed" "2" "dark" 0.369 0 1
"340" "jf" "speed" "4" "light" 0.342 1 0
"341" "jf" "speed" "3" "light" 0.314 1 0
"342" "jf" "speed" "3" "light" 0.314 1 0
"343" "jf" "speed" "0" "dark" 0.297 0 1
"344" "jf" "speed" "2" "light" 0.342 1 0
"345" "jf" "speed" "4" "light" 0.397 1 0
"346" "jf" "speed" "2" "dark" 0.351 0 1
"347" "jf" "speed" "1" "dark" 0.341 0 1
"348" "jf" "speed" "4" "light" 0.326 1 0
"349" "jf" "speed" "1" "light" 0.324 1 0
"350" "jf" "speed" "1" "light" 0.363 1 0
"351" "jf" "speed" "4" "light" 0.364 1 0
"352" "jf" "speed" "1" "dark" 0.401 0 1
"353" "jf" "speed" "2" "light" 0.327 1 0
"354" "jf" "speed" "0" "light" 0.479 1 0
"355" "jf" "speed" "2" "light" 0.507 1 0
"356" "jf" "speed" "2" "dark" 0.409 0 1
"357" "jf" "speed" "0" "dark" 0.291 0 1
"358" "jf" "speed" "4" "light" 0.392 1 0
"359" "jf" "speed" "3" "light" 0.357 1 0
"360" "jf" "speed" "0" "dark" 0.295 0 1
"361" "jf" "speed" "0" "dark" 0.364 0 1
"362" "jf" "speed" "4" "light" 0.358 1 0
"363" "jf" "speed" "1" "dark" 0.27 0 1
"364" "jf" "speed" "4" "light" 0.287 1 0
"365" "jf" "speed" "1" "dark" 0.287 0 1
"366" "jf" "speed" "4" "light" 0.294 1 0
"367" "jf" "speed" "2" "dark" 0.287 0 1
"368" "jf" "speed" "0" "dark" 0.391 0 1
"369" "jf" "speed" "0" "dark" 0.333 0 1
"370" "jf" "speed" "2" "dark" 0.281 0 1
"371" "jf" "speed" "0" "dark" 0.306 0 1
"372" "jf" "speed" "0" "dark" 0.33 0 1
"373" "jf" "speed" "0" "dark" 0.297 0 1
"374" "jf" "speed" "1" "dark" 0.282 0 1
"375" "jf" "speed" "4" "light" 0.304 1 0
"376" "jf" "speed" "0" "dark" 0.313 0 1
"377" "jf" "speed" "4" "light" 0.294 1 0
"378" "jf" "speed" "0" "dark" 0.353 0 1
"379" "jf" "speed" "3" "light" 0.276 1 0
"380" "jf" "speed" "0" "dark" 0.303 0 1
"381" "jf" "speed" "4" "light" 0.261 1 0
"382" "jf" "speed" "4" "light" 0.348 1 0
"383" "jf" "speed" "1" "dark" 0.304 0 1
"384" "jf" "speed" "0" "dark" 0.324 0 1
"385" "jf" "speed" "4" "light" 0.286 1 0
"386" "jf" "accuracy" "2" "dark" 0.961 0 1
"387" "jf" "accuracy" "2" "light" 1.189 1 0
"388" "jf" "accuracy" "0" "dark" 1.313 0 1
"389" "jf" "accuracy" "3" "light" 1.231 1 0
"390" "jf" "accuracy" "1" "dark" 1.545 0 1
"391" "jf" "accuracy" "2" "light" 1.23 1 0
"392" "jf" "accuracy" "3" "light" 1.34 1 0
"393" "jf" "accuracy" "1" "dark" 0.975 0 1
"394" "jf" "accuracy" "4" "light" 1.519 1 0
"395" "jf" "accuracy" "2" "dark" 2.736 0 1
"396" "jf" "accuracy" "2" "light" 1.138 1 0
"397" "jf" "accuracy" "2" "light" 1.888 1 0
"398" "jf" "accuracy" "0" "dark" 0.718 0 1
"399" "jf" "accuracy" "4" "light" 0.826 1 0
"400" "jf" "accuracy" "0" "dark" 1.827 0 1
"401" "jf" "accuracy" "0" "dark" 0.856 0 1
"402" "jf" "accuracy" "4" "light" 0.743 1 0
"403" "jf" "accuracy" "4" "light" 0.938 1 0
"404" "jf" "accuracy" "3" "light" 1.392 1 0
"405" "jf" "accuracy" "0" "dark" 0.785 0 1
"406" "jf" "accuracy" "2" "light" 1.056 1 0
"407" "jf" "accuracy" "3" "light" 2.574 1 0
"408" "jf" "accuracy" "4" "light" 1.043 1 0
"409" "jf" "accuracy" "4" "light" 2.565 1 0
"410" "jf" "accuracy" "4" "light" 1.153 1 0
"411" "jf" "accuracy" "0" "dark" 0.782 0 1
"412" "jf" "accuracy" "3" "dark" 4.246 0 1
"413" "jf" "accuracy" "4" "light" 0.997 1 0
"414" "jf" "accuracy" "2" "dark" 1.247 0 1
"415" "jf" "accuracy" "2" "dark" 0.721 0 1
"416" "jf" "accuracy" "4" "light" 1.105 1 0
"417" "jf" "accuracy" "1" "dark" 1.33 0 1
"418" "jf" "accuracy" "0" "dark" 1.689 0 1
"419" "jf" "accuracy" "2" "light" 1.418 1 0
"420" "jf" "accuracy" "4" "light" 1.101 1 0
"421" "jf" "accuracy" "0" "dark" 2.321 0 1
"422" "jf" "accuracy" "4" "light" 0.767 1 0
"423" "jf" "accuracy" "4" "light" 1.489 1 0
"424" "jf" "accuracy" "2" "light" 4.102 1 0
"425" "jf" "accuracy" "4" "light" 0.769 1 0
"426" "jf" "accuracy" "0" "dark" 0.867 0 1
"427" "jf" "accuracy" "0" "light" 2.759 1 0
"428" "jf" "accuracy" "1" "light" 1.804 1 0
"429" "jf" "accuracy" "3" "light" 3.928 1 0
"430" "jf" "accuracy" "4" "light" 1.086 1 0
"431" "jf" "accuracy" "0" "dark" 0.633 0 1
"432" "jf" "accuracy" "2" "dark" 4.393 0 1
"433" "jf" "accuracy" "0" "dark" 0.671 0 1
"434" "jf" "accuracy" "4" "light" 0.776 1 0
"435" "jf" "accuracy" "1" "dark" 0.75 0 1
"436" "jf" "accuracy" "1" "dark" 0.78 0 1
"437" "jf" "accuracy" "2" "light" 1.105 1 0
"438" "jf" "accuracy" "4" "light" 0.558 1 0
"439" "jf" "accuracy" "3" "dark" 1.107 0 1
"440" "jf" "accuracy" "3" "dark" 1.226 0 1
"441" "jf" "accuracy" "2" "dark" 0.746 0 1
"442" "jf" "accuracy" "4" "light" 0.719 1 0
"443" "jf" "accuracy" "4" "light" 0.77 1 0
"444" "jf" "accuracy" "2" "light" 2.633 1 0
"445" "jf" "accuracy" "2" "dark" 4.569 0 1
"446" "jf" "accuracy" "2" "dark" 4.285 0 1
"447" "jf" "accuracy" "2" "light" 2.13 1 0
"448" "jf" "accuracy" "1" "dark" 1.058 0 1
"449" "jf" "accuracy" "4" "light" 0.675 1 0
"450" "jf" "accuracy" "3" "light" 1.846 1 0
"451" "jf" "accuracy" "0" "dark" 0.693 0 1
"452" "jf" "accuracy" "0" "dark" 1.523 0 1
"453" "jf" "accuracy" "0" "dark" 0.86 0 1
"454" "jf" "accuracy" "4" "light" 0.801 1 0
"455" "jf" "accuracy" "4" "light" 6.301 1 0
"456" "jf" "accuracy" "4" "light" 2.714 1 0
"457" "jf" "accuracy" "4" "light" 1.506 1 0
"458" "jf" "accuracy" "2" "light" 2.583 1 0
"459" "jf" "accuracy" "4" "light" 1.588 1 0
"460" "jf" "accuracy" "0" "dark" 1.117 0 1
"461" "jf" "accuracy" "1" "dark" 1.275 0 1
"462" "jf" "accuracy" "1" "dark" 1.144 0 1
"463" "jf" "accuracy" "1" "dark" 1.358 0 1
"464" "jf" "accuracy" "4" "light" 1.106 1 0
"465" "jf" "accuracy" "1" "dark" 0.768 0 1
"466" "jf" "accuracy" "1" "dark" 1.839 0 1
"467" "jf" "accuracy" "0" "dark" 0.995 0 1
"468" "jf" "accuracy" "0" "dark" 0.963 0 1
"469" "jf" "accuracy" "0" "dark" 1.027 0 1
"470" "jf" "accuracy" "0" "dark" 3.716 0 1
"471" "jf" "accuracy" "4" "light" 0.907 1 0
"472" "jf" "accuracy" "3" "light" 3.443 1 0
"473" "jf" "accuracy" "4" "light" 1.936 1 0
"474" "jf" "accuracy" "0" "dark" 1.149 0 1
"475" "jf" "accuracy" "1" "dark" 2.029 0 1
"476" "jf" "accuracy" "1" "dark" 4.915 0 1
"477" "jf" "accuracy" "1" "light" 3.008 1 0
"478" "jf" "accuracy" "1" "dark" 1.81 0 1
"479" "jf" "accuracy" "4" "light" 1.14 1 0
"480" "jf" "accuracy" "4" "light" 1.344 1 0
"481" "jf" "accuracy" "4" "light" 2.071 1 0
"482" "jf" "accuracy" "0" "dark" 1.14 0 1
"483" "jf" "accuracy" "4" "dark" 3.443 0 1
"484" "jf" "accuracy" "4" "light" 0.862 1 0
"485" "jf" "accuracy" "2" "light" 2.532 1 0
"486" "jf" "accuracy" "4" "light" 1.095 1 0
"487" "jf" "accuracy" "3" "light" 0.84 1 0
"488" "jf" "accuracy" "3" "dark" 3.555 0 1
"489" "jf" "accuracy" "4" "light" 1.567 1 0
"490" "jf" "accuracy" "3" "light" 3.195 1 0
"491" "jf" "accuracy" "3" "light" 3.962 1 0
"492" "jf" "accuracy" "0" "dark" 0.818 0 1
"493" "jf" "accuracy" "3" "light" 1.701 1 0
"494" "jf" "accuracy" "2" "dark" 1.512 0 1
"495" "jf" "accuracy" "2" "light" 1.114 1 0
"496" "jf" "accuracy" "2" "light" 4.064 1 0
"497" "jf" "accuracy" "0" "dark" 0.834 0 1
"498" "jf" "accuracy" "4" "light" 0.957 1 0
"499" "jf" "accuracy" "4" "light" 1.392 1 0
"500" "jf" "accuracy" "0" "dark" 1.265 0 1
"501" "jf" "accuracy" "4" "light" 0.973 1 0
"502" "jf" "accuracy" "2" "dark" 3.878 0 1
"503" "jf" "accuracy" "4" "light" 0.957 1 0
